,Unnamed: 0,ID,arrival_club,arrival_league,player_name,age,position,transfer_price,year_1,year_2,origin_club,origin_league,grouping_position,arrival_club_tier,origin_club_tier,age_grouping_1,age_grouping_2,transfer_price_group1,transfer_price_group2,nationality,pot_fifa,ovr_fifa,height,overall_app,overall_gls,potential_fifa,overall_fifa,new_height,appearances,goals,N
1783,1783,769,Southampton FC,Premier League,Ryan Bertrand,25,Left Back,12.01,2014,Before2016,Chelsea FC,Premier League,D,Tier_1,Tier_1,U25,Under30,40Mto10M,20Mto5M,England,78.0,74.0,5.8712,136.1753754,20.22582583,75to84,65to74,5.5to6,50to150,20to50,EU
1784,1784,828,Southampton FC,Premier League,Fraser Forster,26,Goalkeeper,11.25,2014,Before2016,Celtic,Other,GK,Tier_1,Tier_4,U30,Under30,40Mto10M,20Mto5M,England,80.0,76.0,6.5928,188.0,0.0,75to84,75to84,6.5above,150to300,below20,EU
1788,1788,1745,West Bromwich Albion,Premier League,Callum McManaman,23,Right Winger,5.72,2014,Before2016,Wigan Athletic,Premier League,F,Tier_2,Tier_3,U25,Under23,10Mto5M,20Mto5M,England,78.0,71.0,5.74,136.1753754,20.22582583,75to84,65to74,5.5to6,50to150,20to50,EU
1792,1792,1192,Huddersfield Town,Premier League,Tom Ince,25,Right Winger,8.19,2017,After2016,Derby,Other,F,Tier_3,Tier_4,U25,Under30,10Mto5M,20Mto5M,England,77.0,70.90105720000001,5.8384,232.0,71.0,75to84,65to74,5.5to6,150to300,50to100,EU
1795,1795,39,Manchester City,Premier League,Raheem Sterling,20,Right Winger,57.33,2015,Before2016,Liverpool FC,Premier League,F,Tier_1,Tier_1,U21,Under23,80Mto40M,60Mto20M,England,86.0,79.0,5.5760000000000005,95.0,18.0,85above,75to84,5.5to6,50to150,below20,EU
1796,1796,603,Newcastle United,Premier League,Andros Townsend,24,Right Winger,14.13,2015,Before2016,Tottenham Hotspur,Premier League,F,Tier_1,Tier_1,U25,Under30,40Mto10M,20Mto5M,England,80.0,74.0,5.9368,136.1753754,20.22582583,75to84,65to74,6to6.5,50to150,20to50,EU
1797,1797,606,Crystal Palace,Premier League,Andros Townsend,24,Right Winger,14.04,2016,After2016,Newcastle United,Premier League,F,Tier_2,Tier_1,U25,Under30,40Mto10M,20Mto5M,England,79.0,74.0,5.9368,50.0,3.0,75to84,65to74,6to6.5,50to150,below20,EU
1798,1798,1820,Everton FC,Premier League,Aaron Lennon,28,Right Winger,5.4,2015,Before2016,Tottenham Hotspur,Premier League,F,Tier_1,Tier_1,U30,Under30,10Mto5M,20Mto5M,England,78.0,79.0,5.412000000000001,304.0,27.0,75to84,75to84,below5.5,300above,20to50,EU
1801,1801,361,Atlético Madrid,Primera Division,Kieran Trippier,28,Right Back,19.8,2019,After2016,Tottenham Hotspur,Premier League,D,Tier_1,Tier_1,U30,Under30,40Mto10M,20Mto5M,England,81.0,80.0,5.6744,281.0,9.0,75to84,75to84,5.5to6,150to300,below20,EU
1802,1802,1332,Liverpool FC,Premier League,Danny Ings,22,Centre Forward,7.47,2015,Before2016,Burnley FC,Premier League,F,Tier_1,Tier_2,U25,Under23,10Mto5M,20Mto5M,England,81.0,71.0,5.8384,158.0,49.0,75to84,65to74,5.5to6,150to300,20to50,EU
1803,1803,343,Southampton FC,Premier League,Danny Ings,26,Centre Forward,19.98,2019,After2016,Liverpool FC,Premier League,F,Tier_1,Tier_1,U30,Under30,40Mto10M,20Mto5M,England,77.0,76.0,5.8384,172.0,52.0,75to84,75to84,5.5to6,150to300,50to100,EU
1804,1804,1551,Manchester City,Premier League,Patrick Roberts,18,Right Winger,6.48,2015,Before2016,Fulham FC,Premier League,F,Tier_1,Tier_2,U21,Under23,10Mto5M,20Mto5M,England,85.0,62.0,5.4776,19.0,0.0,85above,below65,below5.5,below50,below20,EU
1809,1809,1163,West Ham United,Premier League,Michail Antonio,25,Right Winger,8.55,2015,Before2016,Nottm Forest,Other,F,Tier_1,Tier_4,U25,Under30,10Mto5M,20Mto5M,England,75.0,68.0,5.915152,136.1753754,20.22582583,75to84,65to74,6to6.5,50to150,20to50,EU
1812,1812,1180,AFC Bournemouth,Premier League,Lewis Grabban,27,Centre Forward,8.42,2015,Before2016,Norwich City,Premier League,F,Tier_2,Tier_3,U30,Under30,10Mto5M,20Mto5M,England,68.0,68.0,6.0024,136.1753754,20.22582583,65to74,65to74,6to6.5,50to150,20to50,EU
1816,1816,285,Leicester City,Premier League,James Maddison,21,Attacking Midfield,22.5,2018,After2016,Norwich City,Premier League,M,Tier_1,Tier_3,U21,Under23,40Mto10M,60Mto20M,England,82.0,68.0,5.74,71.0,19.0,75to84,65to74,5.5to6,50to150,below20,EU
1819,1819,771,AFC Bournemouth,Premier League,Benik Afobe,22,Centre Forward,11.97,2015,Before2016,Wolverhampton Wanderers,Premier League,F,Tier_2,Tier_2,U25,Under23,40Mto10M,20Mto5M,England,78.0,64.0,6.0024,0.0,0.0,75to84,below65,6to6.5,below50,below20,EU
1820,1820,952,AFC Bournemouth,Premier League,Tyrone Mings,22,Centre Back,10.17,2015,Before2016,Ipswich,Other,D,Tier_2,Tier_4,U25,Under23,40Mto10M,20Mto5M,England,76.0,59.0,6.4288,136.1753754,20.22582583,75to84,below65,6to6.5,50to150,20to50,EU
1821,1821,342,Aston Villa,Premier League,Tyrone Mings,26,Centre Back,20.07,2019,After2016,AFC Bournemouth,Premier League,D,Tier_1,Tier_2,U30,Under30,40Mto10M,60Mto20M,England,73.0,70.0,6.4288,136.1753754,20.22582583,65to74,65to74,6to6.5,50to150,20to50,EU
1823,1823,495,AFC Bournemouth,Premier League,Jordon Ibe,20,Right Winger,16.2,2016,After2016,Liverpool FC,Premier League,F,Tier_2,Tier_1,U21,Under23,40Mto10M,20Mto5M,England,81.0,70.0,5.7728,48.0,2.0,75to84,65to74,5.5to6,below50,below20,EU
1826,1826,617,Hull City,Premier League,Ryan Mason,25,Central Midfield,13.86,2016,After2016,Tottenham Hotspur,Premier League,M,Tier_2,Tier_1,U25,Under30,40Mto10M,20Mto5M,England,79.0,73.0,5.748528,53.0,2.0,75to84,65to74,5.5to6,50to150,below20,EU
1828,1828,1616,AFC Bournemouth,Premier League,Lewis Cook,19,Central Midfield,6.3,2016,After2016,Leeds,Other,M,Tier_2,Tier_4,U21,Under23,10Mto5M,20Mto5M,England,83.0,66.0,5.74,80.0,1.0,75to84,65to74,5.5to6,50to150,below20,EU
1831,1831,932,Crystal Palace,Premier League,James Tomkins,27,Centre Back,10.53,2016,After2016,West Ham United,Premier League,D,Tier_2,Tier_1,U30,Under30,40Mto10M,20Mto5M,England,76.0,73.0,6.2976,206.0,8.0,75to84,65to74,6to6.5,150to300,below20,EU
1833,1833,1277,Everton FC,Premier League,Ademola Lookman,19,Left Winger,7.92,2016,After2016,Charlton,Other,F,Tier_1,Tier_4,U21,Under23,10Mto5M,20Mto5M,England,78.0,70.90105720000001,5.7072,136.1753754,20.22582583,75to84,65to74,5.5to6,50to150,20to50,EU
1834,1834,484,RB Leipzig,1 Bundesliga,Ademola Lookman,21,Left Winger,16.2,2019,After2016,Everton FC,Premier League,F,Tier_2,Tier_1,U21,Under23,40Mto10M,20Mto5M,England,86.0,69.0,5.7072,81.0,11.0,85above,65to74,5.5to6,50to150,below20,EU
1836,1836,742,Stoke City,Premier League,Saido Berahino,23,Centre Forward,12.51,2016,After2016,West Bromwich Albion,Premier League,F,Tier_2,Tier_2,U25,Under23,40Mto10M,20Mto5M,England,84.0,73.0,5.904,136.1753754,20.22582583,75to84,65to74,6to6.5,50to150,20to50,EU
1837,1837,1908,Swansea City,Premier League,Alfie Mawson,22,Centre Back,5.31,2016,After2016,Barnsley FC,Other,D,Tier_2,Tier_4,U25,Under23,10Mto5M,20Mto5M,England,70.0,58.0,6.1664,116.0,15.0,65to74,below65,6to6.5,50to150,below20,EU
1838,1838,556,Fulham FC,Premier League,Alfie Mawson,24,Centre Back,15.17,2018,After2016,Swansea City,Premier League,D,Tier_2,Tier_2,U25,Under30,40Mto10M,20Mto5M,England,84.0,71.0,6.1664,181.0,21.0,75to84,65to74,6to6.5,150to300,20to50,EU
1842,1842,231,Everton FC,Premier League,Jordan Pickford,23,Goalkeeper,25.65,2017,After2016,Sunderland AFC,Premier League,GK,Tier_1,Tier_2,U25,Under23,40Mto10M,60Mto20M,England,86.0,71.0,6.068,31.0,0.0,85above,65to74,6to6.5,below50,below20,EU
1843,1843,393,Watford FC,Premier League,Andre Gray,26,Centre Forward,18.36,2017,After2016,Burnley FC,Premier League,F,Tier_2,Tier_2,U30,Under30,40Mto10M,20Mto5M,England,79.0,73.0,5.831840000000001,297.0,132.0,75to84,65to74,5.5to6,150to300,100above,EU
1844,1844,553,Chelsea FC,Premier League,Ross Barkley,24,Central Midfield,15.21,2017,After2016,Everton FC,Premier League,M,Tier_1,Tier_1,U25,Under30,40Mto10M,20Mto5M,England,86.0,80.0,6.1992,136.1753754,20.22582583,85above,75to84,6to6.5,50to150,20to50,EU
1845,1845,1182,Watford FC,Premier League,Tom Cleverley,27,Central Midfield,8.37,2017,After2016,Everton FC,Premier League,M,Tier_2,Tier_1,U30,Under30,10Mto5M,20Mto5M,England,78.0,77.0,5.74,191.0,25.0,75to84,75to84,5.5to6,150to300,20to50,EU
1847,1847,1472,Borussia Dortmund,1 Bundesliga,Jadon Sancho,17,Right Winger,7.05,2017,After2016,Manchester City,Premier League,F,Tier_1,Tier_1,U21,Under23,10Mto5M,20Mto5M,England,78.12781955,70.90105720000001,5.904,136.1753754,20.22582583,75to84,65to74,6to6.5,50to150,20to50,EU
1848,1848,121,Chelsea FC,Premier League,Danny Drinkwater,27,Central Midfield,34.11,2017,After2016,Leicester City,Premier League,M,Tier_1,Tier_1,U30,Under30,40Mto10M,60Mto20M,England,81.0,76.0,5.8056,264.0,16.0,75to84,75to84,5.5to6,150to300,below20,EU
1849,1849,338,Everton FC,Premier League,Theo Walcott,28,Right Winger,20.25,2017,After2016,Arsenal FC,Premier League,F,Tier_1,Tier_1,U30,Under30,40Mto10M,60Mto20M,England,81.0,81.0,5.7728,136.1753754,20.22582583,75to84,75to84,5.5to6,50to150,20to50,EU
1850,1850,1517,West Bromwich Albion,Premier League,Kieran Gibbs,27,Left Back,6.75,2017,After2016,Arsenal FC,Premier League,D,Tier_2,Tier_1,U30,Under30,10Mto5M,20Mto5M,England,78.0,79.0,5.9368,137.0,2.0,75to84,75to84,6to6.5,50to150,below20,EU
1851,1851,1749,Watford FC,Premier League,Nathaniel Chalobah,22,Defensive Midfield,5.67,2017,After2016,Chelsea FC,Premier League,M,Tier_2,Tier_1,U25,Under23,10Mto5M,20Mto5M,England,82.0,67.0,6.1336,10.0,0.0,75to84,65to74,6to6.5,below50,below20,EU
1853,1853,1191,Watford FC,Premier League,Will Hughes,22,Central Midfield,8.19,2017,After2016,Derby,Other,M,Tier_2,Tier_4,U25,Under23,10Mto5M,20Mto5M,England,84.0,73.0,6.068,165.0,9.0,75to84,65to74,6to6.5,150to300,below20,EU
1854,1854,840,Huddersfield Town,Premier League,Alex Pritchard,24,Attacking Midfield,11.12,2017,After2016,Norwich City,Premier League,M,Tier_3,Tier_3,U25,Under30,40Mto10M,20Mto5M,England,80.0,71.0,5.6088,136.1753754,20.22582583,75to84,65to74,5.5to6,50to150,20to50,EU
1855,1855,953,Newcastle United,Premier League,Jacob Murphy,22,Right Winger,10.17,2017,After2016,Norwich City,Premier League,F,Tier_1,Tier_3,U25,Under23,40Mto10M,20Mto5M,England,80.0,65.0,5.7728,37.0,9.0,75to84,65to74,5.5to6,below50,below20,EU
1856,1856,570,Swansea City,Premier League,Sam Clucas,26,Left Midfield,14.67,2017,After2016,Hull City,Premier League,F,Tier_2,Tier_2,U30,Under30,40Mto10M,20Mto5M,England,71.0,67.0,6.165088,136.1753754,20.22582583,65to74,65to74,6to6.5,50to150,20to50,EU
1859,1859,1041,West Ham United,Premier League,Jordan Hugill,25,Centre Forward,9.18,2017,After2016,Preston NE,Other,F,Tier_1,Tier_4,U25,Under30,10Mto5M,20Mto5M,England,73.0,60.0,5.998464,136.1753754,20.22582583,65to74,below65,6to6.5,50to150,20to50,EU
1861,1861,377,AFC Bournemouth,Premier League,Dominic Solanke,21,Centre Forward,19.08,2018,After2016,Liverpool FC,Premier League,F,Tier_2,Tier_1,U21,Under23,40Mto10M,20Mto5M,England,84.0,69.0,6.1336,136.1753754,20.22582583,75to84,65to74,6to6.5,50to150,20to50,EU
1862,1862,1681,Fulham FC,Premier League,Joe Bryan,24,Left Back,6.03,2018,After2016,Stoke City,Premier League,D,Tier_2,Tier_2,U25,Under30,10Mto5M,20Mto5M,England,80.0,71.0,5.581904,203.0,16.0,75to84,65to74,5.5to6,150to300,below20,EU
1863,1863,948,Cardiff City,Premier League,Bobby Reid,25,Attacking Midfield,10.22,2018,After2016,Stoke City,Premier League,M,Tier_3,Tier_2,U25,Under30,40Mto10M,20Mto5M,England,78.0,67.0,5.581904,135.0,26.0,75to84,65to74,5.5to6,50to150,20to50,EU
1866,1866,1558,UC Sampdoria,Serie A,Ronaldo Vieira,20,Central Midfield,6.39,2018,After2016,Leeds,Other,M,Tier_2,Tier_4,U21,Under23,10Mto5M,20Mto5M,England,83.0,68.0,5.8056,63.0,1.0,75to84,65to74,5.5to6,50to150,below20,EU
1867,1867,955,Southampton FC,Premier League,Angus Gunn,22,Goalkeeper,10.17,2018,After2016,Manchester City,Premier League,GK,Tier_1,Tier_1,U25,Under23,40Mto10M,20Mto5M,England,83.0,65.0,6.4288,0.0,0.0,75to84,65to74,6to6.5,below50,below20,EU
1870,1870,554,Burnley FC,Premier League,Ben Gibson,25,Centre Back,15.21,2018,After2016,Middlesbrough FC,Premier League,D,Tier_2,Tier_3,U25,Under30,40Mto10M,20Mto5M,England,80.0,73.0,6.068,185.0,4.0,75to84,65to74,6to6.5,150to300,below20,EU
1872,1872,947,Cardiff City,Premier League,Josh Murphy,23,Left Winger,10.26,2018,After2016,Norwich City,Premier League,F,Tier_3,Tier_3,U25,Under23,40Mto10M,20Mto5M,England,77.0,65.0,5.6744,85.0,11.0,75to84,65to74,5.5to6,50to150,below20,EU
1877,1877,699,AFC Bournemouth,Premier League,Lloyd Kelly,20,Left Back,13.32,2019,After2016,Stoke City,Premier League,D,Tier_2,Tier_2,U21,Under23,40Mto10M,20Mto5M,England,84.0,60.0,5.8384,43.0,2.0,75to84,below65,5.5to6,below50,below20,EU
1878,1878,370,Brighton & Hove Albion,Premier League,Adam Webster,24,Centre Back,19.67,2019,After2016,Stoke City,Premier League,D,Tier_2,Tier_2,U25,Under30,40Mto10M,20Mto5M,England,77.0,72.0,6.2484,186.0,9.0,75to84,65to74,6to6.5,150to300,below20,EU
1880,1880,1278,Aston Villa,Premier League,Tom Heaton,33,Goalkeeper,7.92,2019,After2016,Burnley FC,Premier League,GK,Tier_1,Tier_2,A30,Above30,10Mto5M,20Mto5M,England,80.0,81.0,6.1664,323.0,0.0,75to84,75to84,6to6.5,300above,below20,EU
1881,1881,251,Tottenham Hotspur,Premier League,Ryan Sessegnon,19,Left Midfield,24.3,2019,After2016,Fulham FC,Premier League,F,Tier_1,Tier_2,U21,Under23,40Mto10M,60Mto20M,England,86.0,74.0,5.831840000000001,106.0,22.0,85above,65to74,5.5to6,50to150,20to50,EU
1882,1882,984,Tottenham Hotspur,Premier League,Jack Clarke,18,Left Winger,9.9,2019,After2016,Leeds,Other,F,Tier_1,Tier_4,U21,Under23,10Mto5M,20Mto5M,England,82.0,70.90105720000001,5.9368,22.0,2.0,75to84,65to74,6to6.5,below50,below20,EU
1883,1883,612,Aston Villa,Premier League,Matt Targett,23,Left Back,13.95,2019,After2016,Southampton FC,Premier League,D,Tier_1,Tier_1,U25,Under23,40Mto10M,20Mto5M,England,80.0,70.0,6.0024,43.0,1.0,75to84,65to74,6to6.5,below50,below20,EU
1886,1886,560,Southampton FC,Premier League,Che Adams,22,Centre Forward,15.03,2019,After2016,Birmingham City,Premier League,F,Tier_1,Tier_3,U25,Under23,40Mto10M,20Mto5M,England,81.0,71.0,5.74,236.0,59.0,75to84,65to74,5.5to6,150to300,50to100,EU
1887,1887,1683,Leicester City,Premier League,James Justin,21,Right Back,6.03,2019,After2016,Luton,Other,D,Tier_1,Tier_4,U21,Under23,10Mto5M,20Mto5M,England,82.0,62.0,6.0024,90.0,6.0,75to84,below65,6to6.5,50to150,below20,EU
1889,1889,1940,Sheffield United,Premier League,Luke Freeman,27,Attacking Midfield,5.04,2019,After2016,Queens Park Rangers,Premier League,M,Tier_3,Tier_2,U30,Under30,10Mto5M,20Mto5M,England,73.0,74.0,5.665216,333.0,41.0,65to74,65to74,5.5to6,300above,20to50,EU
1890,1890,51,Manchester United,Premier League,Aaron Wan-Bissaka,21,Right Back,49.5,2019,After2016,Crystal Palace,Premier League,D,Tier_1,Tier_2,U21,Under23,80Mto40M,60Mto20M,England,86.0,65.0,6.0024,42.0,0.0,85above,65to74,6to6.5,below50,below20,EU
1891,1891,772,Aston Villa,Premier League,Ezri Konsa,21,Centre Back,11.97,2019,After2016,Brentford,Other,D,Tier_1,Tier_4,U21,Under23,40Mto10M,20Mto5M,England,78.0,63.0,6.0024,113.0,1.0,75to84,below65,6to6.5,50to150,below20,EU
1894,1894,1157,SC Braga,Other,Wallace,19,Centre Back,8.55,2014,Before2016,Cruzeiro,Other,D,Tier_3,Tier_4,U21,Under23,10Mto5M,20Mto5M,England B,78.12781955,70.90105720000001,5.331968,136.1753754,20.22582583,75to84,65to74,below5.5,50to150,20to50,EU
1899,1899,1469,US Sassuolo,Serie A,Pedro Obiang,27,Central Midfield,7.2,2019,After2016,West Ham United,Premier League,M,Tier_2,Tier_1,U30,Under30,10Mto5M,20Mto5M,Equatorial Guinea,79.0,77.0,6.068,219.0,7.0,75to84,75to84,6to6.5,150to300,below20,AF
1911,1911,809,Rubin Kazan,Other,Roman Eremenko,24,Attacking Midfield,11.61,2011,Before2016,Dynamo Kyiv,Other,M,Tier_2,Tier_4,U25,Under30,40Mto10M,20Mto5M,Finland,81.0,69.0,6.068,120.0,7.0,75to84,65to74,6to6.5,50to150,below20,EU
1912,1912,1911,CSKA Moscow,Other,Roman Eremenko,27,Attacking Midfield,5.31,2014,Before2016,Rubin Kazan,Other,M,Tier_2,Tier_2,U30,Under30,10Mto5M,20Mto5M,Finland,81.0,79.0,6.068,193.0,18.0,75to84,75to84,6to6.5,150to300,below20,EU
1927,1927,1181,Tottenham Hotspur,Premier League,Sébastien Bassong,23,Centre Back,8.37,2009,Before2016,Newcastle United,Premier League,D,Tier_1,Tier_1,U25,Under23,10Mto5M,20Mto5M,France,82.0,67.0,6.1336,109.0,1.0,75to84,65to74,6to6.5,50to150,below20,EU
1929,1929,1902,Tottenham Hotspur,Premier League,Younès Kaboul,23,Centre Back,5.31,2009,Before2016,Portsmouth FC,Premier League,D,Tier_1,Tier_4,U25,Under23,10Mto5M,20Mto5M,France,78.12781955,70.90105720000001,6.3304,136.1753754,20.22582583,75to84,65to74,6to6.5,50to150,20to50,EU
1932,1932,1714,Everton FC,Premier League,Sylvain Distin,31,Centre Back,5.85,2009,Before2016,Portsmouth FC,Premier League,D,Tier_1,Tier_4,A30,Above30,10Mto5M,20Mto5M,France,81.0,79.0,6.3304,401.0,13.0,75to84,75to84,6to6.5,300above,below20,EU
1935,1935,1704,Sporting CP,Other,Florent Sinama-Pongolle,25,Second Striker,5.85,2009,Before2016,Atlético Madrid,Primera Division,F,Tier_2,Tier_1,U25,Under30,10Mto5M,20Mto5M,France,78.12781955,70.90105720000001,5.7728,136.1753754,20.22582583,75to84,65to74,5.5to6,50to150,20to50,EU
1937,1937,1160,Aston Villa,Premier League,Fabian Delph,19,Central Midfield,8.55,2009,Before2016,Leeds,Other,M,Tier_1,Tier_4,U21,Under23,10Mto5M,20Mto5M,France,60.0,51.0,5.7072,44.0,6.0,below65,below65,5.5to6,below50,below20,EU
1942,1942,150,Real Madrid,Primera Division,Karim Benzema,21,Centre Forward,31.5,2009,Before2016,Olympique Lyon,Ligue 1,F,Tier_1,Tier_1,U21,Under23,40Mto10M,60Mto20M,France,91.0,80.0,6.068,132.0,58.0,85above,75to84,6to6.5,50to150,50to100,EU
1945,1945,1366,FC Girondins Bordeaux,Ligue 1,Cédric Carrasso,27,Goalkeeper,7.2,2009,Before2016,FC Toulouse,Ligue 1,GK,Tier_2,Tier_3,U30,Under30,10Mto5M,20Mto5M,France,82.0,75.0,6.1336,122.0,0.0,75to84,75to84,6to6.5,50to150,below20,EU
1955,1955,783,Olympique Lyon,Ligue 1,Bafétimbi Gomis,23,Centre Forward,11.7,2009,Before2016,AS Saint-Étienne,Ligue 1,F,Tier_1,Tier_2,U25,Under23,40Mto10M,20Mto5M,France,78.12781955,70.90105720000001,6.1008,142.0,40.0,75to84,65to74,6to6.5,50to150,20to50,EU
1959,1959,1651,UC Sampdoria,Serie A,Jonathan Biabiany,22,Right Winger,6.3,2010,Before2016,Inter Milan,Serie A,F,Tier_2,Tier_1,U25,Under23,10Mto5M,20Mto5M,France,78.12781955,70.90105720000001,5.8056,0.0,0.0,75to84,65to74,5.5to6,below50,below20,EU
1966,1966,755,FC Girondins Bordeaux,Ligue 1,Yoann Gourcuff,22,Attacking Midfield,12.15,2009,Before2016,AC Milan,Serie A,M,Tier_2,Tier_1,U25,Under23,40Mto10M,20Mto5M,France,90.0,72.0,6.1008,136.1753754,20.22582583,85above,65to74,6to6.5,50to150,20to50,EU
1967,1967,348,Olympique Lyon,Ligue 1,Yoann Gourcuff,24,Attacking Midfield,19.8,2010,Before2016,FC Girondins Bordeaux,Ligue 1,M,Tier_1,Tier_2,U25,Under30,40Mto10M,20Mto5M,France,92.0,75.0,6.1008,171.0,26.0,85above,75to84,6to6.5,150to300,20to50,EU
1971,1971,1492,Borussia Mönchengladbach,1 Bundesliga,Timothée Kolodziejczak,25,Centre Back,6.75,2016,After2016,Sevilla FC,Primera Division,D,Tier_2,Tier_1,U25,Under30,10Mto5M,20Mto5M,France,78.12781955,70.90105720000001,6.068,136.1753754,20.22582583,75to84,65to74,6to6.5,50to150,20to50,EU
1972,1972,571,Olympique Lyon,Ligue 1,Aly Cissokho,21,Left Back,14.58,2009,Before2016,FC Porto,Other,D,Tier_1,Tier_1,U21,Under23,40Mto10M,20Mto5M,France,68.0,48.0,5.9368,35.0,0.0,65to74,below65,6to6.5,below50,below20,EU
1973,1973,1852,Valencia CF,Primera Division,Aly Cissokho,24,Left Back,5.4,2012,Before2016,Olympique Lyon,Ligue 1,D,Tier_1,Tier_1,U25,Under30,10Mto5M,20Mto5M,France,80.0,78.0,5.9368,143.0,1.0,75to84,75to84,6to6.5,50to150,below20,EU
1977,1977,1431,Sevilla FC,Primera Division,Steven Nzonzi,26,Defensive Midfield,7.2,2015,Before2016,Stoke City,Premier League,M,Tier_1,Tier_2,U30,Under30,10Mto5M,20Mto5M,France,78.12781955,70.90105720000001,6.4288,232.0,12.0,75to84,65to74,6to6.5,150to300,below20,EU
1978,1978,255,AS Roma,Serie A,Steven Nzonzi,29,Defensive Midfield,23.99,2018,After2016,Sevilla FC,Primera Division,M,Tier_1,Tier_1,U30,Under30,40Mto10M,60Mto20M,France,78.12781955,70.90105720000001,6.4288,322.0,18.0,75to84,65to74,6to6.5,300above,below20,EU
1983,1983,825,Arsenal FC,Premier League,Laurent Koscielny,24,Centre Back,11.25,2010,Before2016,FC Lorient,Ligue 1,D,Tier_1,Tier_3,U25,Under30,40Mto10M,20Mto5M,France,82.0,55.0,6.1008,143.0,9.0,75to84,below65,6to6.5,50to150,below20,EU
1988,1988,1812,Newcastle United,Premier League,Hatem Ben Arfa,23,Attacking Midfield,5.4,2010,Before2016,Olympique Marseille,Ligue 1,M,Tier_1,Tier_1,U25,Under23,10Mto5M,20Mto5M,France,88.0,79.0,5.8712,136.1753754,20.22582583,85above,75to84,5.5to6,50to150,20to50,EU
1990,1990,609,Olympique Marseille,Ligue 1,Loïc Rémy,23,Centre Forward,13.95,2010,Before2016,OGC Nice,Ligue 1,F,Tier_1,Tier_2,U25,Under23,40Mto10M,20Mto5M,France,78.12781955,70.90105720000001,6.068,90.0,29.0,75to84,65to74,6to6.5,50to150,20to50,EU
1991,1991,1023,Queens Park Rangers,Premier League,Loïc Rémy,26,Centre Forward,9.45,2012,Before2016,Olympique Marseille,Ligue 1,F,Tier_2,Tier_1,U30,Under30,10Mto5M,20Mto5M,France,85.0,70.90105720000001,6.068,136.1753754,20.22582583,85above,65to74,6to6.5,50to150,20to50,EU
1992,1992,773,Chelsea FC,Premier League,Loïc Rémy,27,Centre Forward,11.88,2014,Before2016,Queens Park Rangers,Premier League,F,Tier_1,Tier_2,U30,Under30,40Mto10M,20Mto5M,France,81.0,79.0,6.068,174.0,62.0,75to84,75to84,6to6.5,150to300,50to100,EU
2000,2000,1715,Arsenal FC,Premier League,Sébastien Squillaci,30,Centre Back,5.85,2010,Before2016,Sevilla FC,Primera Division,D,Tier_1,Tier_1,U30,Under30,10Mto5M,20Mto5M,France,84.0,81.0,6.068,350.0,23.0,75to84,75to84,6to6.5,300above,20to50,EU
2001,2001,1875,Genoa CFC,Serie A,Abdoulay Konko,26,Right Back,5.4,2010,Before2016,Sevilla FC,Primera Division,D,Tier_1,Tier_1,U30,Under30,10Mto5M,20Mto5M,France,80.0,76.0,5.9696,169.0,13.0,75to84,75to84,6to6.5,150to300,below20,EU
2003,2003,578,Olympique Marseille,Ligue 1,André-Pierre Gignac,24,Centre Forward,14.4,2010,Before2016,FC Toulouse,Ligue 1,F,Tier_1,Tier_3,U25,Under30,40Mto10M,20Mto5M,France,87.0,70.0,6.068,170.0,53.0,85above,65to74,6to6.5,150to300,50to100,EU
2007,2007,1796,Olympique Lyon,Ligue 1,Jimmy Briand,24,Centre Forward,5.4,2010,Before2016,Stade Rennais FC,Ligue 1,F,Tier_1,Tier_2,U25,Under30,10Mto5M,20Mto5M,France,86.0,77.0,5.9368,219.0,59.0,85above,75to84,6to6.5,150to300,50to100,EU
