,arrival_league,year,origin_league,grouping_position,arrival_club_tier,origin_club_tier,age,transfer_price,potential_fifa,overall_fifa,new_height,appearances,goals,N
534,1 Bundesliga,After2016,Other,F,Tier_1,Tier_4,Under23,40Mto10M,75to84,65to74,6to6.5,below50,below20,EU
536,Ligue 1,After2016,Other,M,Tier_1,Tier_4,Under23,40Mto10M,85above,75to84,5.5to6,50to150,20to50,EU
537,Premier League,After2016,Ligue 1,M,Tier_1,Tier_1,Under23,80Mto40M,85above,75to84,5.5to6,150to300,20to50,EU
540,1 Bundesliga,After2016,Premier League,F,Tier_3,Tier_2,Under23,40Mto10M,75to84,65to74,6to6.5,below50,below20,EU
543,1 Bundesliga,After2016,1 Bundesliga,F,Tier_2,Tier_4,Under30,10Mto5M,75to84,65to74,5.5to6,150to300,20to50,EU
545,Ligue 1,After2016,Premier League,D,Tier_1,Tier_1,Under23,10Mto5M,75to84,65to74,6to6.5,below50,below20,EU
546,Ligue 1,After2016,Other,F,Tier_3,Tier_4,Under30,10Mto5M,75to84,65to74,5.5to6,150to300,20to50,EU
551,Premier League,After2016,Ligue 1,D,Tier_1,Tier_3,Under30,10Mto5M,75to84,75to84,6to6.5,50to150,below20,EU
552,Premier League,After2016,Other,F,Tier_2,Tier_4,Under30,40Mto10M,75to84,65to74,5.5to6,50to150,20to50,EU
553,1 Bundesliga,After2016,Other,D,Tier_3,Tier_4,Under23,10Mto5M,75to84,65to74,6to6.5,below50,below20,EU
554,Premier League,After2016,Other,M,Tier_2,Tier_4,Under30,40Mto10M,85above,75to84,6to6.5,50to150,below20,EU
556,Premier League,Before2016,Ligue 1,M,Tier_2,Tier_1,Under30,10Mto5M,85above,65to74,5.5to6,50to150,20to50,AF
557,Premier League,Before2016,Premier League,M,Tier_2,Tier_2,Under30,10Mto5M,75to84,75to84,5.5to6,50to150,20to50,AF
558,Premier League,Before2016,Premier League,F,Tier_1,Tier_3,Under30,10Mto5M,65to74,65to74,6to6.5,150to300,50to100,AF
559,Premier League,After2016,Premier League,F,Tier_3,Tier_1,Under30,10Mto5M,65to74,65to74,6to6.5,50to150,20to50,AF
560,Premier League,After2016,Ligue 1,F,Tier_3,Tier_3,Under23,40Mto10M,75to84,65to74,6to6.5,below50,below20,AF
564,Serie A,Before2016,Ligue 1,M,Tier_1,Tier_1,Under23,10Mto5M,85above,75to84,6to6.5,50to150,below20,EU
569,Premier League,Before2016,Premier League,GK,Tier_1,Tier_2,Under30,10Mto5M,75to84,65to74,6to6.5,150to300,below20,EU
570,Premier League,After2016,Premier League,GK,Tier_2,Tier_1,Under30,40Mto10M,75to84,65to74,6to6.5,150to300,below20,EU
573,Premier League,Before2016,1 Bundesliga,F,Tier_1,Tier_1,Under30,40Mto10M,75to84,65to74,6to6.5,50to150,20to50,EU
574,Serie A,After2016,Premier League,F,Tier_1,Tier_1,Under30,10Mto5M,75to84,65to74,6to6.5,300above,100above,EU
582,Serie A,After2016,Serie A,M,Tier_1,Tier_1,Under30,40Mto10M,75to84,65to74,6to6.5,150to300,20to50,EU
600,Serie A,After2016,Serie A,M,Tier_1,Tier_3,Under30,10Mto5M,75to84,65to74,6to6.5,150to300,20to50,EU
603,Serie A,Before2016,1 Bundesliga,D,Tier_2,Tier_1,Above30,10Mto5M,75to84,65to74,6to6.5,150to300,20to50,SA
604,Ligue 1,Before2016,Ligue 1,F,Tier_1,Tier_2,Under30,40Mto10M,75to84,65to74,5.5to6,50to150,20to50,SA
605,Serie A,Before2016,1 Bundesliga,M,Tier_1,Tier_2,Under30,40Mto10M,75to84,65to74,5.5to6,150to300,50to100,SA
606,1 Bundesliga,Before2016,Serie A,M,Tier_1,Tier_1,Under30,40Mto10M,75to84,65to74,5.5to6,150to300,50to100,SA
611,Primera Division,Before2016,Serie A,F,Tier_1,Tier_2,Under30,40Mto10M,85above,65to74,6to6.5,150to300,50to100,SA
616,Primera Division,Before2016,Other,F,Tier_1,Tier_4,Under23,40Mto10M,75to84,65to74,6to6.5,50to150,20to50,SA
621,Serie A,Before2016,Serie A,M,Tier_2,Tier_1,Under30,10Mto5M,75to84,75to84,6to6.5,150to300,20to50,SA
622,Ligue 1,Before2016,Serie A,M,Tier_1,Tier_1,Under30,40Mto10M,85above,75to84,6to6.5,50to150,20to50,SA
625,Serie A,Before2016,Serie A,M,Tier_1,Tier_1,Under30,40Mto10M,75to84,65to74,6to6.5,150to300,20to50,SA
629,Other,Before2016,Primera Division,GK,Tier_1,Tier_1,Under30,10Mto5M,75to84,65to74,5.5to6,50to150,20to50,SA
630,Primera Division,Before2016,Other,GK,Tier_3,Tier_1,Under30,10Mto5M,75to84,65to74,5.5to6,300above,50to100,SA
631,Primera Division,Before2016,Other,GK,Tier_1,Tier_1,Under30,10Mto5M,75to84,65to74,5.5to6,50to150,20to50,SA
632,Other,Before2016,Primera Division,GK,Tier_1,Tier_3,Under30,10Mto5M,75to84,65to74,5.5to6,50to150,20to50,SA
634,Primera Division,Before2016,Serie A,M,Tier_1,Tier_1,Under30,80Mto40M,75to84,65to74,6to6.5,150to300,50to100,SA
647,Serie A,Before2016,Primera Division,M,Tier_2,Tier_3,Under30,10Mto5M,75to84,75to84,5.5to6,50to150,20to50,SA
648,Other,Before2016,Other,M,Tier_1,Tier_4,Under23,10Mto5M,75to84,below65,6to6.5,50to150,below20,SA
649,Premier League,Before2016,Other,M,Tier_1,Tier_1,Under23,40Mto10M,85above,75to84,6to6.5,50to150,below20,SA
650,Other,Before2016,Other,M,Tier_2,Tier_4,Under30,10Mto5M,85above,65to74,6to6.5,50to150,20to50,SA
656,Primera Division,Before2016,Primera Division,F,Tier_2,Tier_4,Under30,10Mto5M,75to84,65to74,6to6.5,150to300,50to100,SA
657,Other,After2016,Primera Division,F,Tier_2,Tier_2,Under30,10Mto5M,75to84,75to84,6to6.5,150to300,50to100,SA
658,1 Bundesliga,After2016,Other,F,Tier_3,Tier_2,Under30,10Mto5M,75to84,75to84,6to6.5,150to300,50to100,SA
661,Premier League,Before2016,Other,D,Tier_1,Tier_1,Under23,40Mto10M,85above,75to84,6to6.5,50to150,20to50,SA
662,Ligue 1,Before2016,Premier League,D,Tier_1,Tier_1,Under30,80Mto40M,75to84,75to84,6to6.5,150to300,below20,SA
663,Premier League,After2016,Ligue 1,D,Tier_1,Tier_1,Under30,40Mto10M,75to84,75to84,6to6.5,150to300,below20,SA
664,Premier League,After2016,Premier League,D,Tier_1,Tier_1,Above30,10Mto5M,75to84,75to84,6to6.5,300above,below20,SA
667,Other,Before2016,Other,M,Tier_2,Tier_4,Under23,10Mto5M,75to84,65to74,6to6.5,50to150,20to50,SA
668,Serie A,Before2016,1 Bundesliga,D,Tier_1,Tier_2,Under30,10Mto5M,85above,65to74,5.5to6,150to300,below20,SA
670,Premier League,Before2016,Serie A,M,Tier_1,Tier_2,Under23,10Mto5M,75to84,65to74,6to6.5,50to150,below20,SA
671,Premier League,Before2016,Premier League,M,Tier_2,Tier_1,Under30,10Mto5M,75to84,65to74,6to6.5,50to150,below20,SA
673,Other,Before2016,Serie A,F,Tier_1,Tier_2,Under23,10Mto5M,75to84,65to74,6to6.5,50to150,20to50,SA
674,Serie A,Before2016,Premier League,F,Tier_1,Tier_1,Under30,40Mto10M,85above,85above,5.5to6,150to300,50to100,SA
675,Primera Division,Before2016,Primera Division,D,Tier_1,Tier_1,Under30,10Mto5M,75to84,65to74,6to6.5,150to300,100above,SA
676,1 Bundesliga,Before2016,1 Bundesliga,M,Tier_1,Tier_2,Under23,40Mto10M,75to84,65to74,6to6.5,50to150,20to50,SA
677,1 Bundesliga,Before2016,1 Bundesliga,M,Tier_1,Tier_1,Under30,40Mto10M,75to84,75to84,6to6.5,50to150,20to50,SA
678,Ligue 1,After2016,1 Bundesliga,M,Tier_1,Tier_1,Under30,10Mto5M,75to84,75to84,6to6.5,50to150,20to50,SA
679,Other,Before2016,1 Bundesliga,M,Tier_2,Tier_2,Under23,40Mto10M,75to84,65to74,5.5to6,50to150,20to50,SA
686,Premier League,Before2016,1 Bundesliga,F,Tier_1,Tier_2,Under23,40Mto10M,85above,75to84,6to6.5,150to300,20to50,SA
688,Primera Division,Before2016,Primera Division,D,Tier_1,Tier_3,Under30,40Mto10M,75to84,65to74,6to6.5,150to300,below20,SA
689,Premier League,Before2016,Primera Division,D,Tier_1,Tier_1,Under30,40Mto10M,75to84,75to84,6to6.5,150to300,below20,SA
690,Primera Division,Before2016,Premier League,D,Tier_1,Tier_1,Under30,40Mto10M,75to84,75to84,6to6.5,300above,below20,SA
692,1 Bundesliga,Before2016,Other,M,Tier_2,Tier_4,Under23,10Mto5M,75to84,65to74,5.5to6,50to150,20to50,SA
693,Premier League,After2016,Other,F,Tier_1,Tier_4,Under23,40Mto10M,85above,65to74,5.5to6,50to150,20to50,SA
696,Serie A,Before2016,Other,M,Tier_2,Tier_4,Under30,40Mto10M,85above,75to84,6to6.5,50to150,below20,SA
697,Serie A,Before2016,Serie A,M,Tier_2,Tier_2,Under30,40Mto10M,85above,75to84,6to6.5,50to150,20to50,SA
698,Serie A,Before2016,Serie A,M,Tier_1,Tier_1,Under30,40Mto10M,75to84,75to84,6to6.5,300above,50to100,SA
699,Serie A,Before2016,Serie A,D,Tier_1,Tier_2,Under30,10Mto5M,75to84,65to74,6to6.5,50to150,20to50,SA
701,Other,After2016,Other,D,Tier_1,Tier_4,Under30,10Mto5M,75to84,65to74,6to6.5,below50,below20,SA
703,Primera Division,After2016,Other,D,Tier_1,Tier_1,Under30,40Mto10M,75to84,65to74,6to6.5,50to150,20to50,SA
710,Ligue 1,After2016,Other,D,Tier_1,Tier_4,Under30,10Mto5M,75to84,65to74,5.5to6,50to150,20to50,SA
712,Primera Division,After2016,Serie A,GK,Tier_1,Tier_1,Under30,10Mto5M,75to84,75to84,6to6.5,50to150,below20,SA
713,Primera Division,After2016,Ligue 1,GK,Tier_1,Tier_1,Under30,40Mto10M,75to84,65to74,6to6.5,150to300,below20,SA
720,Serie A,After2016,Serie A,D,Tier_1,Tier_1,Under30,10Mto5M,75to84,75to84,6to6.5,50to150,20to50,SA
722,Other,Before2016,Other,D,Tier_1,Tier_4,Under23,40Mto10M,75to84,65to74,6to6.5,50to150,below20,SA
724,Primera Division,Before2016,Other,D,Tier_1,Tier_1,Under23,40Mto10M,75to84,65to74,6to6.5,150to300,below20,SA
725,Premier League,After2016,Primera Division,D,Tier_1,Tier_1,Under30,40Mto10M,75to84,65to74,6to6.5,150to300,below20,SA
726,Ligue 1,After2016,Other,M,Tier_2,Tier_3,Under23,10Mto5M,75to84,65to74,6to6.5,50to150,20to50,SA
727,Serie A,After2016,Premier League,D,Tier_1,Tier_1,Under30,40Mto10M,75to84,65to74,6to6.5,150to300,20to50,SA
732,Premier League,Before2016,Other,M,Tier_1,Tier_4,Under30,10Mto5M,75to84,65to74,6to6.5,150to300,20to50,SA
734,Premier League,Before2016,Other,F,Tier_1,Tier_4,Under23,10Mto5M,75to84,65to74,6to6.5,50to150,20to50,SA
735,Other,Before2016,Other,D,Tier_1,Tier_4,Under23,10Mto5M,75to84,below65,5.5to6,below50,below20,SA
736,Serie A,Before2016,Other,D,Tier_1,Tier_1,Under30,40Mto10M,75to84,75to84,5.5to6,50to150,below20,SA
741,Other,Before2016,Other,M,Tier_2,Tier_4,Under23,10Mto5M,75to84,65to74,6to6.5,50to150,below20,SA
750,Serie A,Before2016,Other,D,Tier_1,Tier_4,Under23,10Mto5M,75to84,65to74,6to6.5,50to150,20to50,SA
751,Ligue 1,Before2016,Serie A,D,Tier_1,Tier_1,Under23,40Mto10M,75to84,65to74,6to6.5,below50,below20,SA
753,Premier League,Before2016,Serie A,M,Tier_1,Tier_2,Under23,40Mto10M,85above,65to74,5.5to6,below50,below20,SA
758,Other,Before2016,Other,D,Tier_2,Tier_4,Under23,10Mto5M,75to84,65to74,6to6.5,50to150,below20,SA
763,Premier League,Before2016,Serie A,F,Tier_1,Tier_1,Under23,40Mto10M,85above,65to74,5.5to6,50to150,20to50,SA
764,Primera Division,After2016,Premier League,F,Tier_1,Tier_1,Under30,Above80M,75to84,65to74,5.5to6,50to150,20to50,SA
766,Ligue 1,Before2016,Serie A,D,Tier_1,Tier_1,Under30,40Mto10M,85above,75to84,6to6.5,150to300,below20,SA
769,Other,Before2016,Other,F,Tier_2,Tier_4,Under30,40Mto10M,75to84,65to74,5.5to6,50to150,20to50,SA
770,Premier League,Before2016,Other,F,Tier_1,Tier_2,Under30,40Mto10M,75to84,65to74,5.5to6,150to300,20to50,SA
771,Other,Before2016,Other,F,Tier_1,Tier_1,Under30,40Mto10M,85above,75to84,6to6.5,150to300,100above,SA
773,Ligue 1,Before2016,Other,F,Tier_1,Tier_4,Under23,40Mto10M,75to84,65to74,5.5to6,50to150,below20,SA
774,Premier League,After2016,Ligue 1,F,Tier_1,Tier_1,Under30,40Mto10M,75to84,65to74,5.5to6,50to150,20to50,SA
781,Other,Before2016,Other,F,Tier_2,Tier_4,Under30,10Mto5M,75to84,75to84,5.5to6,50to150,20to50,SA
786,Serie A,Before2016,Serie A,M,Tier_1,Tier_2,Under30,40Mto10M,75to84,75to84,6to6.5,50to150,20to50,SA
792,Other,After2016,Primera Division,M,Tier_1,Tier_3,Under30,10Mto5M,75to84,65to74,6to6.5,below50,below20,SA
795,Ligue 1,Before2016,Other,M,Tier_1,Tier_4,Under23,10Mto5M,75to84,65to74,6to6.5,below50,below20,SA
796,Premier League,After2016,Ligue 1,M,Tier_1,Tier_1,Under30,80Mto40M,85above,65to74,6to6.5,150to300,20to50,SA
799,Premier League,Before2016,Other,M,Tier_1,Tier_4,Under30,40Mto10M,75to84,65to74,6to6.5,150to300,20to50,SA
801,Primera Division,After2016,Other,M,Tier_1,Tier_4,Under30,40Mto10M,75to84,65to74,6to6.5,150to300,50to100,SA
802,1 Bundesliga,After2016,Other,F,Tier_1,Tier_4,Under23,40Mto10M,75to84,65to74,6to6.5,300above,50to100,SA
806,Primera Division,Before2016,Primera Division,F,Tier_1,Tier_4,Under23,10Mto5M,75to84,below65,6to6.5,below50,below20,SA
810,Primera Division,Before2016,Other,F,Tier_1,Tier_4,Under23,80Mto40M,85above,85above,5.5to6,150to300,100above,SA
811,Ligue 1,After2016,Primera Division,F,Tier_1,Tier_1,Under30,Above80M,85above,85above,5.5to6,300above,100above,SA
812,Serie A,Before2016,Other,F,Tier_2,Tier_4,Under23,10Mto5M,75to84,65to74,5.5to6,50to150,below20,SA
813,Premier League,After2016,Serie A,F,Tier_1,Tier_2,Under30,40Mto10M,75to84,75to84,5.5to6,150to300,20to50,SA
820,1 Bundesliga,After2016,Primera Division,D,Tier_2,Tier_1,Under23,10Mto5M,75to84,65to74,5.5to6,50to150,below20,SA
821,Other,After2016,1 Bundesliga,D,Tier_1,Tier_2,Under30,40Mto10M,75to84,75to84,5.5to6,150to300,below20,SA
822,Premier League,Before2016,Other,M,Tier_1,Tier_4,Under30,40Mto10M,75to84,65to74,5.5to6,150to300,20to50,SA
825,Primera Division,Before2016,Other,M,Tier_1,Tier_4,Under23,10Mto5M,75to84,65to74,6to6.5,50to150,below20,SA
827,Other,Before2016,Other,F,Tier_2,Tier_4,Under23,10Mto5M,75to84,below65,5.5to6,below50,below20,SA
828,Serie A,Before2016,Serie A,M,Tier_1,Tier_3,Under23,10Mto5M,75to84,65to74,5.5to6,50to150,20to50,SA
830,Premier League,After2016,Serie A,M,Tier_1,Tier_1,Under30,80Mto40M,75to84,65to74,5.5to6,50to150,20to50,SA
840,1 Bundesliga,Before2016,Other,D,Tier_1,Tier_4,Under23,10Mto5M,75to84,below65,5.5to6,50to150,20to50,SA
842,Serie A,After2016,Serie A,D,Tier_1,Tier_2,Under30,40Mto10M,75to84,75to84,5.5to6,50to150,20to50,SA
846,Premier League,Before2016,Other,M,Tier_1,Tier_1,Under30,40Mto10M,75to84,65to74,6to6.5,150to300,below20,SA
847,Serie A,Before2016,Other,M,Tier_2,Tier_4,Under23,10Mto5M,75to84,65to74,6to6.5,50to150,20to50,SA
848,Other,After2016,Serie A,M,Tier_2,Tier_2,Under30,40Mto10M,75to84,65to74,6to6.5,50to150,20to50,SA
857,Primera Division,Before2016,Other,M,Tier_1,Tier_4,Under23,40Mto10M,75to84,65to74,6to6.5,50to150,20to50,SA
858,Serie A,After2016,Other,D,Tier_2,Tier_3,Under23,10Mto5M,75to84,65to74,below5.5,50to150,20to50,SA
861,Primera Division,Before2016,Other,D,Tier_3,Tier_1,Under30,10Mto5M,75to84,65to74,6to6.5,50to150,20to50,SA
863,Ligue 1,Before2016,Primera Division,D,Tier_1,Tier_1,Under23,10Mto5M,75to84,65to74,6to6.5,50to150,20to50,SA
865,Primera Division,After2016,Ligue 1,F,Tier_1,Tier_2,Under23,40Mto10M,85above,75to84,5.5to6,50to150,20to50,SA
866,Other,After2016,Primera Division,F,Tier_1,Tier_1,Under23,40Mto10M,85above,75to84,5.5to6,150to300,20to50,SA
868,Premier League,After2016,1 Bundesliga,F,Tier_1,Tier_2,Under23,40Mto10M,75to84,65to74,6to6.5,below50,below20,SA
869,Premier League,Before2016,Other,F,Tier_1,Tier_4,Under23,10Mto5M,75to84,65to74,6to6.5,below50,below20,SA
873,1 Bundesliga,Before2016,Other,F,Tier_1,Tier_4,Under30,40Mto10M,75to84,75to84,5.5to6,150to300,20to50,SA
874,Serie A,After2016,1 Bundesliga,F,Tier_1,Tier_1,Under30,40Mto10M,75to84,75to84,5.5to6,150to300,20to50,SA
875,Serie A,Before2016,Other,F,Tier_1,Tier_4,Under30,10Mto5M,75to84,75to84,6to6.5,150to300,50to100,SA
877,Premier League,After2016,Other,GK,Tier_1,Tier_1,Under23,40Mto10M,85above,65to74,6to6.5,50to150,below20,SA
880,Ligue 1,Before2016,Other,M,Tier_1,Tier_4,Under23,10Mto5M,75to84,65to74,5.5to6,below50,below20,SA
886,Serie A,After2016,Ligue 1,D,Tier_1,Tier_2,Under23,40Mto10M,75to84,65to74,6to6.5,50to150,below20,SA
887,1 Bundesliga,After2016,Other,D,Tier_2,Tier_4,Under23,10Mto5M,65to74,65to74,6to6.5,50to150,20to50,SA
888,Other,After2016,Other,D,Tier_1,Tier_4,Under23,10Mto5M,75to84,65to74,6to6.5,50to150,below20,SA
889,Serie A,After2016,Serie A,D,Tier_1,Tier_1,Under30,10Mto5M,75to84,65to74,below5.5,50to150,20to50,SA
891,Serie A,After2016,Primera Division,D,Tier_1,Tier_1,Above30,10Mto5M,75to84,65to74,6to6.5,50to150,20to50,SA
894,Serie A,After2016,Serie A,GK,Tier_1,Tier_2,Under23,10Mto5M,85above,65to74,6to6.5,below50,below20,SA
895,Premier League,After2016,Serie A,GK,Tier_1,Tier_1,Under30,80Mto40M,85above,75to84,6to6.5,50to150,below20,SA
898,1 Bundesliga,After2016,Other,M,Tier_2,Tier_4,Under23,10Mto5M,75to84,65to74,6to6.5,50to150,20to50,SA
899,1 Bundesliga,After2016,1 Bundesliga,M,Tier_3,Tier_2,Under23,10Mto5M,75to84,65to74,6to6.5,50to150,below20,SA
900,Serie A,After2016,1 Bundesliga,M,Tier_2,Tier_3,Under30,10Mto5M,75to84,65to74,6to6.5,50to150,below20,SA
901,Other,After2016,Other,M,Tier_1,Tier_4,Under30,10Mto5M,75to84,65to74,5.5to6,150to300,20to50,SA
902,Serie A,After2016,Other,M,Tier_1,Tier_4,Under23,40Mto10M,65to74,65to74,5.5to6,50to150,below20,SA
904,Other,After2016,Other,F,Tier_1,Tier_4,Under30,10Mto5M,65to74,65to74,6to6.5,below50,below20,SA
907,Serie A,After2016,Other,F,Tier_1,Tier_4,Under23,40Mto10M,75to84,65to74,5.5to6,50to150,20to50,SA
910,Primera Division,After2016,Ligue 1,D,Tier_1,Tier_3,Under30,40Mto10M,75to84,75to84,6to6.5,50to150,below20,SA
912,Other,After2016,Other,F,Tier_2,Tier_4,Under23,40Mto10M,75to84,65to74,5.5to6,50to150,20to50,SA
914,Primera Division,After2016,Other,M,Tier_1,Tier_4,Under30,10Mto5M,75to84,65to74,6to6.5,150to300,20to50,SA
917,Primera Division,After2016,Other,F,Tier_2,Tier_4,Under30,10Mto5M,75to84,65to74,6to6.5,below50,below20,SA
918,Premier League,After2016,Other,F,Tier_1,Tier_4,Under23,40Mto10M,75to84,65to74,5.5to6,50to150,20to50,SA
921,Serie A,After2016,Premier League,M,Tier_2,Tier_1,Under30,10Mto5M,75to84,75to84,5.5to6,150to300,below20,SA
923,Primera Division,After2016,Other,D,Tier_1,Tier_4,Under23,10Mto5M,75to84,65to74,5.5to6,50to150,below20,SA
925,Other,After2016,Other,M,Tier_2,Tier_4,Under23,10Mto5M,75to84,65to74,6to6.5,50to150,20to50,SA
926,Premier League,After2016,Other,F,Tier_2,Tier_4,Under23,40Mto10M,75to84,65to74,5.5to6,50to150,below20,SA
927,Premier League,After2016,Premier League,F,Tier_1,Tier_2,Under23,40Mto10M,85above,65to74,5.5to6,50to150,20to50,SA
928,Ligue 1,After2016,Other,M,Tier_2,Tier_4,Under23,40Mto10M,75to84,65to74,5.5to6,50to150,below20,SA
929,Premier League,After2016,Other,M,Tier_1,Tier_4,Under23,40Mto10M,75to84,65to74,5.5to6,below50,below20,SA
930,Premier League,After2016,Premier League,M,Tier_1,Tier_1,Under23,40Mto10M,75to84,65to74,5.5to6,below50,below20,SA
934,Ligue 1,After2016,Ligue 1,M,Tier_1,Tier_2,Under30,40Mto10M,75to84,75to84,5.5to6,150to300,below20,SA
935,Serie A,After2016,Other,D,Tier_2,Tier_4,Under23,10Mto5M,75to84,65to74,6to6.5,below50,below20,SA
940,1 Bundesliga,After2016,Other,F,Tier_2,Tier_4,Under23,40Mto10M,75to84,65to74,6to6.5,below50,below20,SA
942,Other,After2016,Other,D,Tier_2,Tier_4,Under23,10Mto5M,75to84,65to74,6to6.5,below50,below20,SA
943,Other,After2016,Other,F,Tier_2,Tier_4,Under23,10Mto5M,85above,75to84,5.5to6,50to150,20to50,SA
944,Ligue 1,After2016,Other,F,Tier_2,Tier_2,Under23,40Mto10M,85above,75to84,5.5to6,50to150,20to50,SA
946,Premier League,After2016,Other,M,Tier_1,Tier_4,Under30,80Mto40M,85above,65to74,6to6.5,50to150,20to50,SA
947,Other,After2016,Other,D,Tier_1,Tier_4,Under23,10Mto5M,75to84,65to74,6to6.5,below50,below20,SA
948,Primera Division,After2016,Other,D,Tier_1,Tier_1,Under23,80Mto40M,85above,65to74,6to6.5,50to150,below20,SA
951,Primera Division,After2016,Other,F,Tier_1,Tier_4,Under23,80Mto40M,75to84,65to74,5.5to6,below50,below20,SA
952,Serie A,After2016,Other,M,Tier_1,Tier_4,Under23,40Mto10M,75to84,65to74,6to6.5,below50,below20,SA
955,Serie A,After2016,Serie A,GK,Tier_1,Tier_3,Under23,10Mto5M,75to84,65to74,6to6.5,50to150,20to50,SA
959,1 Bundesliga,After2016,Serie A,D,Tier_3,Tier_2,Under23,10Mto5M,65to74,65to74,5.5to6,50to150,20to50,SA
961,Serie A,After2016,Serie A,D,Tier_2,Tier_1,Under23,10Mto5M,85above,65to74,6to6.5,50to150,20to50,SA
963,Ligue 1,After2016,Other,GK,Tier_2,Tier_4,Under30,10Mto5M,75to84,65to74,6to6.5,below50,below20,SA
964,Premier League,After2016,Other,F,Tier_1,Tier_4,Under23,10Mto5M,75to84,65to74,6to6.5,below50,below20,SA
966,Primera Division,After2016,Other,F,Tier_1,Tier_4,Under23,80Mto40M,75to84,65to74,5.5to6,below50,below20,SA
969,1 Bundesliga,After2016,Other,D,Tier_2,Tier_4,Under23,10Mto5M,75to84,65to74,6to6.5,50to150,20to50,SA
973,Ligue 1,After2016,Other,M,Tier_1,Tier_4,Under23,10Mto5M,75to84,65to74,6to6.5,below50,below20,SA
974,Primera Division,After2016,Other,D,Tier_1,Tier_4,Under23,40Mto10M,75to84,65to74,5.5to6,below50,below20,SA
990,Other,Before2016,Other,M,Tier_2,Tier_3,Under30,10Mto5M,75to84,75to84,6to6.5,150to300,50to100,EU
1008,Ligue 1,After2016,Premier League,F,Tier_1,Tier_1,Under23,10Mto5M,75to84,65to74,6to6.5,below50,below20,AF
1009,Other,After2016,Other,F,Tier_2,Tier_4,Under23,10Mto5M,75to84,65to74,5.5to6,below50,below20,AF
1015,Serie A,Before2016,Primera Division,F,Tier_2,Tier_1,Under30,40Mto10M,85above,85above,6to6.5,300above,100above,AF
1016,Ligue 1,Before2016,Ligue 1,M,Tier_1,Tier_2,Under23,40Mto10M,75to84,65to74,6to6.5,50to150,below20,AF
1017,Premier League,Before2016,Ligue 1,M,Tier_2,Tier_1,Under30,10Mto5M,75to84,65to74,6to6.5,150to300,below20,AF
1022,Premier League,Before2016,Ligue 1,M,Tier_1,Tier_1,Under30,10Mto5M,85above,75to84,5.5to6,50to150,20to50,AF
1034,Primera Division,Before2016,Premier League,M,Tier_1,Tier_1,Under30,40Mto10M,75to84,65to74,6to6.5,150to300,below20,AF
1039,Other,Before2016,Ligue 1,F,Tier_1,Tier_3,Under23,40Mto10M,75to84,65to74,6to6.5,50to150,20to50,AF
1041,Premier League,Before2016,Ligue 1,F,Tier_1,Tier_1,Under23,40Mto10M,75to84,65to74,5.5to6,50to150,20to50,AF
1042,Ligue 1,After2016,Premier League,F,Tier_1,Tier_1,Under23,10Mto5M,75to84,65to74,5.5to6,50to150,20to50,AF
1043,Other,After2016,Ligue 1,F,Tier_2,Tier_1,Under30,10Mto5M,75to84,65to74,5.5to6,150to300,20to50,AF
1045,Primera Division,After2016,Ligue 1,M,Tier_1,Tier_2,Under30,40Mto10M,75to84,65to74,6to6.5,150to300,below20,AF
1050,Primera Division,After2016,Ligue 1,F,Tier_1,Tier_3,Under30,40Mto10M,75to84,65to74,6to6.5,150to300,50to100,AF
1051,Premier League,After2016,Ligue 1,M,Tier_2,Tier_1,Under23,40Mto10M,75to84,65to74,6to6.5,50to150,below20,AF
1052,1 Bundesliga,After2016,Primera Division,M,Tier_2,Tier_1,Under23,10Mto5M,75to84,65to74,6to6.5,50to150,below20,AF
1061,1 Bundesliga,After2016,Other,F,Tier_1,Tier_4,Under23,10Mto5M,85above,65to74,6to6.5,50to150,below20,N_A
1065,Other,Before2016,Other,F,Tier_2,Tier_3,Under30,10Mto5M,75to84,65to74,6to6.5,50to150,20to50,AF
1066,Other,After2016,Other,F,Tier_1,Tier_2,Under30,10Mto5M,75to84,75to84,6to6.5,150to300,50to100,AF
1071,Serie A,Before2016,Primera Division,D,Tier_1,Tier_3,Under23,10Mto5M,75to84,65to74,6to6.5,below50,below20,EU
1072,Primera Division,Before2016,Serie A,D,Tier_1,Tier_1,Under23,10Mto5M,75to84,65to74,6to6.5,50to150,below20,EU
1077,Primera Division,Before2016,Premier League,M,Tier_1,Tier_1,Under30,40Mto10M,75to84,65to74,5.5to6,150to300,20to50,EU
1078,Serie A,Before2016,Primera Division,F,Tier_1,Tier_1,Under23,40Mto10M,75to84,65to74,5.5to6,50to150,20to50,EU
1079,Primera Division,Before2016,Serie A,F,Tier_1,Tier_1,Under23,40Mto10M,75to84,65to74,5.5to6,150to300,50to100,EU
1090,Premier League,Before2016,Primera Division,F,Tier_1,Tier_1,Under23,10Mto5M,75to84,65to74,5.5to6,50to150,20to50,EU
1091,Primera Division,After2016,Premier League,F,Tier_1,Tier_1,Under23,40Mto10M,75to84,65to74,5.5to6,50to150,20to50,EU
