player_name,height,nationality
Frédéric Sammaritano,1.62,
John Utaka,1.79,Nigeria
Richard Soumah,1.77,Guinea
Dusan Djuric,1.81,Sweden
Pape Camara,1.85,
Zié Diabaté,1.78,Ivory Coast
Alexandre Alphonse,1.74,Guadeloupe
Tripy Makonda,1.8034,France
Cédric Mongongu,1.89,DR Congo
Kassim Abdallah,1.85,Comoros
Florentin Pogba,1.92,Guinea
Maxime Colin,1.79,France
Rafidine Abdullah,1.79,Comoros
Saliou Ciss,1.73,Senegal
Mana Dembélé,1.8,Mali
Florian Raspentino,1.79,
Ferjani Sassi,1.86,Tunisia
Sébastien Wüthrich,1.8,Switzerland
Jean Deza,1.8,Peru
Christian Kouakou,1.82,
Mauro Goicoechea,1.85,Uruguay
Baptiste Santamaría,1.83,France
Sergey Chernik,1.87,Belarus
Baissama Sankoh,1.8,Guinea
Cédric Yambéré,1.91,Central African Republic
Prince Oniangué,1.9,Congo
Charles Traoré,1.8,Mali
Semi Ajayi,1.93,Nigeria
Alejandro Pozuelo,1.7,
Josip Knezevic,1.83,Croatia
Akès da Costa Goore,1.74,Côte d'Ivoire
Branimir Petrovic,1.82,Serbia and Montenegro
Vladimir Kisenkov,1.82,
Predrag Mijic,1.79,
Nikita Bazhenov,1.78,Russia
Steeve Joseph-Reinette,1.8,
Aleksandrs Cauna,1.75,Latvia
Aleksey Eremenko Jr.,1.83,Finland
Dimitar Makriev,1.91,Bulgaria
Igor Picusceac,1.84,Moldova
Isael,1.71,
Réginal Goreux,1.75,Haiti
Juhani Ojala,1.91,Finland
Milan Perendija,1.9,Serbia and Montenegro
Mikhail Kerzhakov,1.91,Russia
Ruslan Mukhametshin,1.83,
Sebastian Holmén,1.88,Sweden
Vyacheslav Krotov,1.83,
Vyacheslav Zinkov,1.87,
Wílker Ángel,1.9,Venezuela
Odise Roshi,1.87,Albania
Kristijan Bistrovic,1.83,Croatia
Miguel Cardoso,,
Aleksandr Zuev,,
Goran Causic,1.8,Serbia
Egor Baburin,,
Rafal Augustyniak,1.85,
Igor Kalinin,1.85,Ukraine
Nikita Chernov,1.88,Russia
Grégory Arnolin,1.87,Martinique
Damián Suárez,1.73,Uruguay
Mikel Balenziaga,1.77,Basque Country
Álex Fernández,1.82,Spain
Flávio Ferreira,1.8,Portugal
Jesús Fernández,1.9,
Ricardo Horta,1.73,Portugal
Fran Mérida,1.75,Spain
Dani Escriche,1.78,
Alberto García,1.69,Mexico
Fede San Emeterio,1.74,Spain
Ivan Saponjic,1.9,Serbia
Giuseppe Biava,1.8,
Blazej Augustyn,1.91,Poland
Dani Benítez,1.81,
Emmanuel Badu,1.72,Ghana
Jonathan Mensah,1.88,Ghana
Gennaro Sardo,1.8,
Daniele Paponi,1.79,Italy
Vedran Celjak,1.87,Croatia
Cribari,1.9,
Antonio Nocerino,1.75,Italy
Amauri,1.86,Italy
Cesare Rickler,1.96,Italy
Simone Gozzi,1.88,
Wojciech Pawlowski,1.93,Poland
Massimo Paci,1.88,
Carlos García,1.74,
Mory Koné,1.9,France
Filip Jankovic,1.74,Serbia ]] {{Efn|name|=|FIFA|Official [[FIFA
Nikolay Mihaylov,1.94,Bulgaria
Yohan Tavares,1.88,Portugal
Tomasz Kupisz,1.8,Poland
Mirko Eramo,1.84,Italy B
Marios Oikonomou,1.89,Greece
João Silva,1.89,Portugal
Stefano Pettinari,1.85,Italy
Issa Cissokho,1.71,Senegal
Josip Posavec,1.9,Croatia
Michele Camporese,1.86,Italy
Boris Radunović,1.94,Serbia
Gaetano Monachello,1.87,Italy
Deian Boldor,1.89,Romania
Marcus Rohdén,1.82,Sweden
Rey Manaj,1.82,Albania
Ilija Nestorovski,1.83,North Macedonia
Carlão,1.9,
Pervis Estupiñán,1.75,Ecuador
Charalampos Lykogiannis,1.86,Greece
Alejandro Rodríguez,,
Stephane Omeonga,1.77,Belgium
Joel Untersee,1.81,Switzerland
Daniel Fuzato,,
Alberto Almici,1.82,Italy
Stefano Magnasco,1.75,
Scott Allan,1.75,Scotland
Rasmus Bengtsson,1.85,Sweden
Martijn van der Laan,1.75,Netherlands
Besart Ibraimi,1.84,Macedonia
Rodnei,1.9,
Henning Hauger,1.79,Norway
Stelios Malezas,1.93,Greece
Kasper Larsen,1.9,Denmark
Remko Pasveer,1.87,
Jamiro Monteiro,1.7,Cape Verde
Julian Jeanvier,1.85,Guinea
Péter Kurucz,1.85,Hungary
Radomir Djalovic,1.86,Montenegro
Shota Grigalashvili,1.73,Georgia
Aleksey Nikitin,,
Carlos Strandberg,1.87,Sweden
Fatos Beqiraj,1.83,Montenegro
Lovro Bizjak,1.84,
Samuel Llorca,1.87,
Josua Mejías,1.85,Venezuela
Mauro Cetto,1.82,Argentina
Erasmo Mulè,,
Maksim Bordachev,1.88,Belarus
Jakub Swierczok,1.79,Poland
Adi Gotlieb,1.87,Israel
Milos Maric,1.76,Serbia and Montenegro
Andreas Johansson,,
Vasilios Pliatsikas,1.77,Greece
Hans Sarpei,1.78,Ghana
Per Nilsson,1.9,Sweden
Yuki Otsu,1.8,Japan
Ferhan Hasani,1.85,North Macedonia
Fabian Schönheim,1.91,Germany
Mohamed Zidan,1.72,Egypt
Branimir Hrgota,1.85,Sweden
Max Grün,1.91,Germany
Jan Hochscheidt,1.79,
Ivan Lucic,,
Ermin Bicakcic,1.85,Bosnia and Herzegovina
Batuhan Altintas,1.9,Turkey
Marijan Cavar,1.84,Bosnia and Herzegovina
Alexander Meyer,,
Sonny Stevens,1.94,Netherlands
Rajko Brezancic,1.76,Serbia
Sheran Yeini,1.77,Israel
Etiënne Reijnen,1.89,
Samir Memisevic,1.85,Bosnia and Herzegovina
Eloy Room,1.9,Curaçao
Tom Boere,1.82,
Sam Kersten,1.91,
Tomas Hajek,1.86,
César Peixoto,1.82,Portugal
Emídio Rafael,1.82,Portugal
Jean Barrientos,1.74,
Isma,1.55,
Mohamed Ibrahim,1.78,Egypt
Marafona,1.9,Portugal
Rodrigo Pinho,1.85,
Pedro Nuno,1.74,
Mato Milos,1.75,Croatia
Nikola Maras,1.86,Serbia
Rúben Ribeiro,1.75,
Murilo,1.88,Brazil
Rochinha,1.72,Portugal
Yusupha Njie,1.88,Gambia
Cyril Rool,1.76,
Jody Viviani,1.89,
Brice Samba,1.86,
Iheb Mbarki,1.85,Tunisia
Julien Faussurier,1.72,
Maxwel Cornet,1.79,Ivory Coast
Pedro Henrique,,
Moryké Fofana,1.78,
Arnold Bouka Moutou,1.76,Congo
Brian Easton,,Scotland B
Raphael Spiegel,1.97,Switzerland
Elsad Zverotic,1.79,Montenegro
Roman Shishkin,1.77,Russia
Naim Sharifi,1.75,Russia
Dalibor Volas,1.88,Slovenia
Vladimir Dyadyun,1.83,Russia-2
Paul Anton,1.82,Romania
Fedor Chernykh,1.81,Lithuania
Jaka Bijol,1.84,Slovenia
Ruslan Kambolov,1.8,Russia
Cédric Gogoua,1.9,Ivory Coast
Bruno China,1.82,
David Fuster,1.78,
Pablo Cáceres,1.72,
Roberto Chen,1.82,Panama
Mateo García,1.72,
Rubén Duarte,1.8,Spain
Elia Legati,1.88,Italy
Gael Genevier,1.74,
Manuel Iori,1.81,
Giacomo Tedesco,1.75,
Federico Dionisi,1.8,
Paolo Dellafiore,1.9,Italy
Christian Puggioni,1.87,
Emanuele Pesoli,1.8796,
Vasilios Torosidis,1.86,Greece
Ferdinando Sforzini,1.94,
Tomas Danilevicius,1.91,Lithuania
Marco Biagianti,1.8,
Oliver Kragl,1.79,
Riccardo Baroni,1.83,Italy
Aleksandr Martynovich,1.9,Belarus
Juan Gonzalo Lorca,1.83,Chile
Lars Veldwijk,1.96,South Africa
Francisco Sierralta,1.92,Chile
Hope Akpan,1.82,Nigeria
Andrey Sinitsyn,1.96,
Mozart,1.74,Brazil
Álvaro Ampuero,1.83,Peru
Ivan Toney,1.79,
Francesco Colombini,,
Oliver Kirch,1.82,
Srdjan Lakic,1.86,Croatia
Besar Halimi,1.69,Kosovo
Patrick Kammerbauer,1.74,Germany
Philipp Tschauner,1.96,Germany
Cyrill Akono,1.9,
Wiljan Pluim,1.94,
Donny Gorter,1.75,Netherlands
Henk Veerman,2.0837964,
Mihai Al. Roman,1.8288,
Cyriel Dessers,1.85,
Clint Leemans,1.89,Netherlands
Kenneth Paal,1.74,Netherlands
Said Ahmed Said,1.88,Somalia
Caju,1.83,Brazil
Issam El Adoua,1.89,Morocco
Stephan Andersen,1.88,Denmark
Boubacar Traore,1.8,Mali
Kevin Long,1.88,Republic of Ireland
David Edgar,1.69,Netherlands
Juan Cala,1.87,Spain
Todor Timonov,1.84,Bulgaria
Marc Crosas,1.76,Spain
Thomas Phibel,1.92,
Anton Zinkovskiy,1.75,Russia
Óscar de Marcos,1.82,Spain
Paulo da Silva,1.84,Paraguay
Joan Capdevila,1.82,Catalonia
André Moreira,1.95,Portugal
Facundo García,1.8,Argentina
Manuel Gavilán,1.8,Spain
Luca Castiglia,1.84,
Thiago Cionek,1.84,Poland
Antonio Mazzotta,1.83,Italy
Vladislav Panteleev,1.76,Russia
Hans Hateboer,1.87,Netherlands
Daniel Adshead,,England
Almen Abdi,1.8,Switzerland
Milos Veljkovic,1.88,Serbia
Maksim Batov,1.78,Russia
Tobias Sana,1.74,Sweden
Anthony Cáceres,1.73,
Álvaro Cejudo,1.8,
Alessandro Riedle,1.79,Germany
Heinz Müller,1.94,
Marc Ziegler,1.92,Germany
Konstantinos Giannoulis,1.83,Greece
Karim Guédé,1.84,Slovakia
Kevin Pannewitz,1.85,
Milan Petrzela,1.75,Czech Republic
Júnior Ponce,1.73,
Kilian Jakob,1.8,Germany
Jeroen Verhoeven,1.95,
Maikel Kieftenbeld,1.7,Netherlands
Guram Kashia,1.85,Georgia
Jan-Arie van der Heijden,1.85,Netherlands
Willie Overtoom,1.7,Cameroon
Sören Rieks,1.84,Denmark
Andraz Kirm,1.83,Slovenia
Rydell Poepon,1.81,Netherlands
Athanasios Karagounis,1.77,Greece
Lasse Nielsen,,
Robert Mühren,1.87,
Caner Cavlan,1.75,
Bartholomew Ogbeche,1.77,Nigeria
Stanley Elbers,1.72,
Robin van der Meer,1.96,
Hervin Ongenda,1.69,France
Anass Achahbar,1.71,Netherlands
David Boysen,1.79,Denmark
Deyovaisio Zeefuik,1.85,Netherlands
Gustavo Hamer,1.68,Netherlands
George Johnston,,
Nejc Pecnik,1.89,Slovenia
Andjelko Djuricic,1.94,Serbia
Ricardo Ferreira,1.9,Portugal
Bogdan Mladenovic,1.8,Serbia
Danijel Ljuboja,1.89,Serbia and Montenegro
David Sauget,1.75,
Jonathan Brison,1.79,
Aurélien Montaroup,1.73,
Bennard Kumordzi,1.88,Ghana
Damien Da Silva,1.84,France
Edvinas Gertmonas,1.92,Lithuania
Christian Bekamenga,1.88,Cameroon
Ulrick Eneme Ella,,
Ngonda Muzinga,,Congo DR
Vlatko Stojanovski,1.86,North Macedonia
Kagisho Dikgacoi,1.8,South Africa
Ruud Boffin,1.96,
Apostolos Vellios,1.91,Greece
Eggert Gunnthór Jónsson,1.88,Iceland
Sergey Pesjakov,,
Sergey Kislyak,,
Marcos Ureña,1.81,Costa Rica
Artem Rebrov,1.93,Russia
Vladimir Rykov,1.92,Russia-2
Vladimirs Kamess,1.81,Latvia
Bruno Teles,1.83,
Dmitri Golubov,1.78,
Artur Sarkisov,1.74,Armenia
Janusz Gol,1.82,Poland
Evgeni Gorodov,1.89,
Azim Fatullaev,1.81,
Milad Mohammadi,1.78,Iran
Nika Kacharava,1.98,Georgia
Radovan Pankov,1.85,Serbia
Matija Boben,1.91,Slovenia
Danijel Miskic,1.83,Croatia
Maksim Glushenkov,1.8,Russia
Nail Umyarov,1.84,Russia
Alexandru Tudorie,1.92,Romania
Nikolay Poyarkov,1.78,Russia
Andrey Panyukov,1.78,Russia
Henrique Sereno,1.88,Portugal
Ezequiel Luna,1.78,
Javi Álamo,1.9,
Salvador Agra,1.66,Portugal
Omar Ramos,1.72,Spain
Aleksandar Pantic,,
Ezequiel Rescaldani,1.91,
Aloys Nong,1.778,
Toño,1.79,
Amro Tarek,1.91,Egypt
Fernando Amorebieta,1.92,Venezuela
Mikel Villanueva,1.9,Venezuela
Robert Mazan,1.8,Slovakia
Riccardo Allegretti,1.71,
Jürgen Prutsch,1.8,
Milan Djuric,1.81,Sweden
Andrea Barzagli,1.87,Italy
Maikol Negro,1.7,Italy  Lega Pro
Tommaso Rocchi,1.77,Olympic Italy
Michele Pazienza,1.75,
Aljaz Struna,1.89,Slovenia
Marco Migliorini,1.94,Italy  Lega Pro
Amedej Vetrih,1.81,Slovenia
Albano Bizzarri,1.91,
Alessandro Agostini,1.74,
Giulio Migliaccio,1.78,Italy
Zé Eduardo,1.83,
Raffaele Pucino,1.83,
Gianluca Mancini,1.93,Italy
Alessandro Crescenzi,1.81,Italy
Alessio Di Massimo,1.88,Italy
Giovanni Crociata,1.74,Italy
Marco Fossati,1.8,Italy
Francesco Orlando,1.68,
Strahinja Tanasijevic,1.83,
Nicola Citro,1.72,
Fabio Maistro,1.8,
Dyego Sousa,1.9,Portugal
Ryan Sweeney,1.95,Republic of Ireland
Enda Stevens,1.82,Republic of Ireland
Darnel Situ,1.87,France
Cian Harries,1.86,Wales
Pa Konate,1.78,Guinea
Mikael Ishak,1.85,Sweden
Richard Sukuta-Pasu,1.9,Germany
Andrey Klimovich,1.9,Belarus
Daniil Fomin,1.85,Russia
Bright Gyamfi,1.78,
Florian Jozefzoon,1.73,Netherlands
Stefan Mauk,1.74,Australia
Afonso Figueiredo,1.69,Portugal
Pavel Dolgov,1.87,
Allano Lima,1.78,
Dejan Stojanovic,1.96,Macedonia
David Yelldell,1.94,United States
Jarchinio Antonia,1.69,Curaçao
Rhoys Wiggins,1.7271999999999998,Wales
Brian Lenihan,1.87,Republic of Ireland
Vladlen Yurchenko,1.83,Ukraine
Daniel Schwaab,1.86,Germany
Felix Bastians,1.88,Germany
Samuel Sahin-Radlinger,1.98,Austria unde
Konstantinos Fortounis,1.83,Greece
Gerrit Wegkamp,1.92,Germany
Salim Khelifi,1.71,Tunisia
László Kleinheisler,1.7,Hungary
Michaël Cuisance,1.81,France
Jan-Niklas Beste,1.74,Germany
Vaqif Dzhavadov,1.87,Azerbaijan
Jakob Jantscher,1.81,Austria
Anco Jansen,1.86,
Yuki Kobayashi,,
Dejan Trajkovski,1.75,Slovenia
Dario van den Buijs,1.88,
Rody de Boer,1.92,Netherlands
Lennart Czyborra,1.81,
Rasmus Thelander,1.91,Denmark
Vangelis Pavlidis,1.86,Greece
Sebá,1.79,Brazil
Betinho,,
Dejan Kerkez,1.9,
Luiz Henrique,1.71,
Mario Licka,1.78,Czech Republic
King Osanga,1.82,Nigeria
Koro Koné,1.78,Ivory Coast
Benjamin Leroy,1.84,
Farid Boulaya,1.8,
Mehdi Abeid,1.8,Algeria
Malik Tchokounté,1.91,County of Nice
Jack Grimmer,1.8288,Scotland
Matty Kennedy,1.75,Scotland
Kornél Saláta,1.91,Slovakia
Igor Lambarskiy,1.69,Russia
Emin Makhmudov,1.75,Azerbaijan
Yuri Gazinskiy,1.8,Russia
Sergey Balanovich,1.71,Belarus
Ivan Maevskiy,,
Timofey Margasov,1.81,Russia
Zan Majer,1.79,Slovenia
Olivier Thill,1.76,Luxembourg
Kings Kangwa,1.78,Zambia
Lameck Banda,1.6,Zambia
Diego Mariño,1.85,Spain
Facundo Roncaglia,1.79,Argentina
Fede Vico,1.76,Spain
Tomas Svedkauskas,1.85,Lithuania
Alessandro Malomo,1.9,Italy  Serie B
Marco Fiore,1.83,
Lionel Scaloni,1.82,Argentina
Mauricio Sperduti,1.79,Argentina
Enis Nadarevic,1.84,
Christian Terlizzi,1.94,Italy
Alessandro Favalli,1.82,Italy
Igor Lasicki,1.84,Poland
Lorenzo Dickmann,1.77,Italy
Tom Eaves,1.91,
Felix Kroos,1.84,Germany
Curtis Obeng,1.73,England C
Luciano Becchio,1.5,
Tony Gallacher,,Scotland
Chris Löwe,1.71,
Albert Rusnák,1.75,Slovakia
Lebogang Phiri,1.7,South Africa
Evgeni Kobozev,1.86,
Sauli Väisänen,1.9,Finland
Jeroen Veldmate,1.92,
Yan Tigorev,1.8,Belarus
Adam King,,Scotland
Serhat Koc,1.66,
Botti Biabi,,
Anton Putsila,1.8,Belarus
Andreas Ivanschitz,1.83,Austria
Tom Trybull,1.81,Germany
Florian Hartherz,1.84,Germany
Dawda Bah,1.87,Gambia
Danny Williams,1.905,
Chong Tese,1.81,North Korea
Raphael Wolf,1.9,
Tobias Levels,1.86,
Stefan Reisinger,1.85,
Joel Mero,1.91,Finland
Mathias Fetsch,1.89,Germany
Csaba Horvath,,
Yves De Winter,1.88,Belgium
Djavan Anderson,1.74,Netherlands
David Jensen,1.95,Denmark
Sheraldo Becker,1.8,Netherlands
Weldon,1.84,
Ángelo Peña,1.71,Venezuela
Carlos Milhazes,1.82,
Vinicius,1.76,Brazil
André Micael,1.87,
Rodrigo Galo,1.74,
William Jebor,1.83,Liberia
Arghus,1.89,
Steven Petkov,1.85,Bulgaria
Aziz,,
Charley Fomen,1.72,Cameroon
Andrade,1.75,
Alejandro Alonso,1.72,
Larsen Touré,1.83,Guinea
Damien Tibéri,1.81,Corsica
Moataz Zemzemi,1.83,Tunisia
Aurélien Chedjou,1.84,Cameroon
Pablo Marí,1.93,
James Weir,,England
Mahir Shukurov,1.78,Azerbaijan
Aleksandr Belenov,1.97,Russia-2
Spartak Gogniev,1.85,Russia-2
Dmitri Efremov,1.8,Russia
Damian Zbozien,1.86,Poland
Ivan Franjic,1.8,Australia
Albert Sharipov,1.71,Russia
Denis Popovic,1.87,Slovenia
Georgi Kostadinov,1.84,Bulgaria
Maksim Karpov,,
Jeffrey Sarpong,1.76,Netherlands
Miguel Pallardó,1.73,Spain
Pedro López,,
Toti,1.74,
Saúl García,1.83,
Erik Morán,1.87,Spain
Álvaro Lemos,1.75,
Cenk Gönen,1.9,Turkey
Oier Olazábal,1.9,Basque Country
Jairo Izquierdo,1.65,
Davide Marchini,1.8,
Mirko Pieri,1.83,
Alberto Galuppo,1.87,Italy
Federico Moretti,1.83,Italy
Riccardo Brosco,1.9,Italy
Luca Di Matteo,1.79,
Andrea Raggi,1.87,Italy
Emiliano Tortolano,1.7,
Marvin Compper,1.85,Germany
Leonardo Gatto,1.79,Italy
Francesco Benussi,1.89,Italy
Nicola Falasco,1.86,
Andrea Coda,1.9,Italy Olympic
Michele Rigione,1.85,Italy
Arturo Calabresi,1.86,Italy
Sergej Grubac,1.9,Montenegro
Leonardo Sernicola,1.88,Italy
Shikabala,1.83,Egypt
Filip Rogic,1.81,
Erik Friberg,1.8,Sweden
Carlinhos,1.75,Brazil
Sascha Mölders,1.87,
Matheus Índio,1.79,Brazil
Leigh Griffiths,1.75,Scotland
Simon Moore,3.5,Isle of Wight
Danny Holla,1.81,
Aleksandr Lomakin,1.72,Russia
Andreas Karo,1.9,Cyprus
Bogdan Müller,,
Christopher Buchtmann,1.74,Germany
Markus Feulner,1.81,Germany
Gideon Jung,1.89,Germany
Marvin Bakalorz,1.8,
Xhelil Abdulla,1.9,Macedonia
André Onana,1.9,Cameroon
Kévin Mayi,1.82,France
Mohamed El Makrini,1.84,
Jordy Croux,1.67,Belgium
Anouar Kali,1.72,Morocco
Mats Knoester,1.86,Netherlands
Ramon Pascal Lundqvist,1.78,Sweden
Patrick Bauer,1.92,Germany
Rafa Lopes,1.79,
Costinha,1.81,Portugal
Dragomir Vukobratovic,1.8,Serbia
Darko Lazic,1.89,Serbia
Joel Fameyeh,1.8,Ghana
Vitali Lystsov,1.92,Russia
Mariano Barbosa,1.88,Argentina
Dani Nieto,1.73,Spain
Achille Coser,1.85,
Simone Pesce,1.79,
David Milinkovic,,
Erick Ferigra,1.8,
Sam Hughes,,
Gregor Kobel,1.94,Switzerland
Trent Sainsbury,1.83,Australia
Evgeni Markov,,
Alessandro Marchi,1.79,
Marco Bizot,1.94,Netherlands
Michael de Leeuw,1.78,
Karim Coulibaly,1.84,France
Zian Flemming,1.83,
Nuno Henrique,1.82,Portugal
Hélder Lopes,1.79,
Matheus Jesus,1.86,Brazil
Carlos Bocanegra,1.8288,United States
Rory Donnelly,1.88,Northern Ireland
Dmitri Chistyakov,1.85,Russia
Yanni Regäsel,1.8,Germany
Ognjen Gnjatic,1.9,Bosnia and Herzegovina
Mate Vatsadze,1.83,Georgia
Fernando Forestieri,1.72,Italy
Baktiyor Zaynutdinov,1.76,Kazakhstan
Piergiuseppe Maritato,,
Samuele Bettoni,1.88,
Nicolò Manfredini,1.9,Italy University
Jan Simak,1.82,Czech Republic
Predrag Stevanovic,1.78,Serbia
Christian Eichner,1.83,
Miro Varvodic,1.905,Croatia
Clemens Walch,1.8,Austria
Patrick Rakovsky,1.87,Germany
Stefan Thesker,1.9,Germany
Michael Zetterer,1.87,Germany
Raif Husic,1.9,Germany
Max Besuschkow,1.85,Germany
Rifet Kapic,1.79,
Ruud Boymans,1.88,
Mateusz Prus,1.87,
Teddy Chevalier,1.78,
Mark Diemers,1.75,
Bart Schenkeveld,1.84,Netherlands
Mathias Gehrt,1.72,Denmark
Luuk Koopmans,1.9,
Joey Sleegers,1.77,
Julian von Haacke,1.81,
Bartlomiej Urbanski,,
Karol Mets,1.91,Estonia
Menno Koch,1.95,
Rai Vloet,1.88,Netherlands
Atakan Akkaynak,1.8,Germany
Diogo Salomão,1.75,Portugal
Custódio,1.81,Portugal
Cauê,1.86,
Zainadine Júnior,1.8,Mozambique
Diego Lopes,1.71,
André Claro,1.83,Portugal
Nelson Bonilla,1.79,El Salvador
Bruno Varela,1.91,Portugal
Tomané,1.82,Portugal
Nicolas Dieuze,1.86,
Filippos Darlas,1.82,Greece
Ladislas Douniama,1.63,Republic of the Congo
Kenny Lala,1.78,
Luka Kikabidze,,
Jay O'Shea,1.8288,Republic of Ireland
Jonathan Benteke,1.86,
Nenad Djordjevic,1.83,Serbia and Montenegro
Sorin Ghionea,1.87,Romania
Irakli Klimiashvili,1.74,Georgia
Igor Stasevich,1.8,Belarus
Mihaita Plesan,1.83,Romania
Evgeni Shipitsin,1.79,Russia-2
Dmitri Tikhiy,1.85,
Denis Dorozhkin,1.87,
Fegor Ogude,1.8,Nigeria
Jakub Wawrzyniak,1.88,Poland
Lukasz Sekulski,1.87,
Aleksandr Melikhov,1.87,Russia
Vladimir Obukhov,1.84,Russia
Juan Carlos,1.86,Spain
Luca Ariatti,1.82,
Amadou Samb,1.87,
Antimo Iunco,1.73,
Roberto Guana,1.78,Italy
Mbaye Diagne,1.93,Senegal
Claiton,1.86,
Gabriele Perico,1.83,Italy
Marco Calderoni,1.8,Italy
Simone Tascone,1.75,
Andrea Gemignani,1.79,Italy
Caio Vinicius Pirana,,
Marco Sau,1.69,Italy
Biagio Meccariello,1.87,Italy  Lega Pro
Gregorio Luperini,1.86,Italy
Vincenzo Silvestro,1.75,
Walid Cheddira,1.87,
Matt Doherty,1.83,Republic of Ireland
Sergey Sosnovski,1.9,Belarus
Juanjo,1.75,
Aleksandr Saplinov,1.93,
David Meza,1.79,
Júnior Díaz,1.85,Costa Rica
Andrea Brighenti,1.78,
Jared Jeffrey,1.78,United States
Sjoerd Overgoor,1.82,
Gyliano van Velzen,1.86,Netherlands
Jonata,1.88,
Paul McCallum,1.91,
Dmitri Verkhovtsov,1.9,Belarus
Ilario Lamberti,1.88,
Andrea Chukanov,1.88,Russia
Saveli Kozlov,1.92,
Lassana N'Diaye,,
Simone Palermo,1.8,Italy
Ryan Manning,,
Padraig Amond,1.8,Republic of Ireland
Marin Sverko,1.87,Croatia
Giorgi Shelia,1.9,
Alessandro Marotta,1.78,Italy
Alessandro Romeo,1.87,
Florian Trinks,1.85,Germany
Thanos Petsos,1.84,Greece
Nikolaos Papadopoulos,1.9,
Max Reinthaler,1.93,
Viktor Maier,1.84,Kyrgyzstan
Andreas Hirzel,1.9,
Aleksander Seliga,1.86,Slovenia
Nenad Sreckovic,1.79,
Mart Lieder,1.88,
Sebastian Steblecki,1.86,Poland
Youssef El Jebli,1.77,
Jafar Arias,1.91,Curaçao
Miguel Garcia,,
Vjatseslav Zahovaiko,1.87,Estonia
William Kwabena Tiero,1.74,Ghana
Rafael Batatinha,1.82,
Ibson Melo,1.79,
Chaker Alhadhur,1.75,Comoros
Elhadji Pape Diaw,1.94,Senegal
Ilie Cebanu,1.89,Moldova
Haris Handzic,1.91,Bosnia and Herzegovina
Danil Glebov,1.78,Russia
David Lombán,1.85,Spain
Filippo Spitoni,1.86,
Francesco Dettori,1.74,
Gianluca Gaudino,1.75,Germany
Aly Ghazal,1.89,Egypt
Keshi Anderson,1.75,
Cohen Bramall,1.75,
Denis Vambolt,1.9,
Denis Perger,1.79,Slovenia
Atila Turan,1.76,Turkey
Stefan Payne,1.8796,England C
Emiliano Massimo,1.74,
Antonio Cinelli,1.78,
Gamal Hamza,1.74,Egypt
Kevin Brands,1.85,
Danijel Majkic,1.84,Bosnia and Herzegovina
Uros Radakovic,1.94,Serbia
Lorenzo Polvani,1.88,
Evgeni Gapon,1.89,Russia
Nikolaos Karelis,1.73,Greece
Dmitri Molchanov,1.76,Russia
Urko Vera,1.9,
Jona,1.83,Honduras
Eraldo Cinari,1.79,Albania
Marijan Coric,,
Ivan Lapshov,1.88,Russia
Danila Proshlyakov,1.87,Russia
Danila Vedernikov,1.76,Russia
Aleksandr Dolgov,1.84,Russia
Artem Mamin,1.87,Russia
Javi Lara,1.79,
Kees Kwakman,1.87,
Mikolaj Lebedynski,1.85,Poland
Turgay Mokhbaliev,,
Artem Sokol,1.84,Belarus
Aleksandr Sheplyakov,,
